workload,seconds,rss_bytes
small_files,0.029333500000007007,17350656
small_files,0.013687166000011075,17432576
small_files,0.011706957999990664,17465344
small_files,0.012491541000031248,17612800
small_files,0.011437415999978384,17186816
small_files,0.011211541999955443,17285120
small_files,0.01159462500004338,17547264
small_files,0.010986291000051551,17350656
small_files,0.01080962499997895,17219584
small_files,0.01049875000001066,17383424
small_files,0.010897833000001356,17432576
small_files,0.0115384160000076,17383424
small_files,0.012075291000030575,17170432
small_files,0.01542495799998278,17170432
small_files,0.011088416999996298,17383424
small_files,0.011156332999973984,17629184
small_files,0.010883250000006228,17547264
small_files,0.020027874999982487,17580032
small_files,0.011130792000017209,17301504
small_files,0.011784374999990632,17481728
small_files,0.011005000000011478,17432576
small_files,0.018049958000005972,17383424
small_files,0.011316374999978507,17612800
small_files,0.01142970799998011,17727488
small_files,0.016420916000015495,17334272
small_files,0.017898000000002412,17416192
small_files,0.011096459000043524,17301504
small_files,0.011921250000000327,17432576
small_files,0.010850666000010278,17301504
small_files,0.010684749999995802,17563648
small_files,0.011335874999986117,17399808
small_files,0.01080108299998983,16973824
small_files,0.011475833000019975,17317888
small_files,0.014863208000008399,17629184
small_files,0.011021000000027925,17498112
small_files,0.011212249999971391,17432576
small_files,0.017528041999980815,17367040
small_files,0.01649329200000693,17465344
small_files,0.01115504099999498,17367040
small_files,0.011467374999995172,17367040
small_files,0.011762874999988071,17317888
small_files,0.010954541999979028,17268736
small_files,0.011127792000024783,17317888
small_files,0.016833832999964216,17154048
small_files,0.01284295799996471,17154048
small_files,0.012294041999950878,17203200
small_files,0.011109417000000121,17530880
small_files,0.010689874999968652,17530880
small_files,0.011281042000007346,17448960
small_files,0.01736933299997645,17301504
small_files,0.010989499999993768,17678336
small_files,0.011070874999973057,16941056
small_files,0.011302542000009907,17219584
small_files,0.01483758299997362,16957440
small_files,0.01127437499997086,17350656
small_files,0.011494875000039428,17498112
small_files,0.011176374999990912,17072128
small_files,0.010759249999978238,17383424
small_files,0.011004833000015424,17317888
small_files,0.01060841700001447,17448960
small_files,0.01711879200001931,17563648
small_files,0.014340792000041347,17416192
small_files,0.011282041000015397,17465344
small_files,0.011456374999966101,17547264
small_files,0.01343429199999946,17465344
small_files,0.01153537499999402,17711104
small_files,0.013445750000016687,17121280
small_files,0.013221874999999272,17072128
small_files,0.010963457999991988,17498112
small_files,0.011020500000029188,17432576
small_files,0.012098415999957979,17481728
small_files,0.011894166999979916,17481728
small_files,0.011239583000019593,17383424
small_files,0.011032709000005525,17448960
small_files,0.010824749999983396,17367040
small_files,0.01073775000003252,17235968
small_files,0.011104791000036585,17514496
small_files,0.015018708000013703,17465344
small_files,0.011719625000012002,17383424
small_files,0.011032792000037261,17580032
small_files,0.01337795800003505,17514496
small_files,0.01618162500000153,17317888
small_files,0.010838166999974419,17186816
small_files,0.011133040999993682,17219584
small_files,0.010911709000026804,17367040
small_files,0.011096957999995993,17563648
small_files,0.011442959000021347,17350656
small_files,0.01141587500001151,17317888
small_files,0.01143570900001123,17530880
small_files,0.014847999999972217,17170432
mixed_heavy_tail,0.04683112500003972,18710528
mixed_heavy_tail,0.048061249999989286,18563072
mixed_heavy_tail,0.03522862500000201,18595840
mixed_heavy_tail,0.03554841700002953,19283968
mixed_heavy_tail,0.04664808400002585,18776064
mixed_heavy_tail,0.03764104200001839,18612224
mixed_heavy_tail,0.03566479099998787,19267584
mixed_heavy_tail,0.047053375000018605,18939904
mixed_heavy_tail,0.046095374999993055,18956288
