workload,seconds,rss_bytes
small_files,0.015605791006237268,23986176
small_files,0.015181458089500666,23822336
small_files,0.013997958973050117,24543232
small_files,0.014167292043566704,23527424
small_files,0.017056541983038187,23953408
small_files,0.01398533396422863,23265280
small_files,0.013956999988295138,22200320
small_files,0.014472333015874028,23560192
small_files,0.014058166998438537,23511040
small_files,0.01459504198282957,24018944
small_files,0.016087000025436282,23855104
small_files,0.01526408304926008,23773184
small_files,0.014937166939489543,23674880
small_files,0.014163749990984797,23412736
small_files,0.014656624989584088,23543808
small_files,0.015063957893289626,23642112
small_files,0.014985291054472327,23298048
small_files,0.014798374962992966,24018944
small_files,0.01512183400336653,24412160
small_files,0.014918125001713634,23691264
small_files,0.013933917041867971,23642112
small_files,0.014093125006183982,23511040
small_files,0.013438915950246155,23789568
small_files,0.014149792026728392,23920640
small_files,0.015152167063206434,23461888
small_files,0.014875332941301167,23724032
small_files,0.01405212504323572,23674880
small_files,0.012947833980433643,24002560
small_files,0.013987499987706542,23396352
small_files,0.014984082896262407,23052288
mixed_heavy_tail,0.030611958005465567,22986752
mixed_heavy_tail,0.03043204196728766,23592960
mixed_heavy_tail,0.03155379102099687,22904832
mixed_heavy_tail,0.03118900000117719,23937024
mixed_heavy_tail,0.030715375090949237,23511040
mixed_heavy_tail,0.03055183298420161,23232512
mixed_heavy_tail,0.03147329099010676,24412160
mixed_heavy_tail,0.03065754205454141,23576576
mixed_heavy_tail,0.030769500066526234,23232512
mixed_heavy_tail,0.030463416944257915,22822912
mixed_heavy_tail,0.03184175002388656,23707648
mixed_heavy_tail,0.030413500033318996,23445504
mixed_heavy_tail,0.03751058294437826,23642112
mixed_heavy_tail,0.03724054200574756,23592960
mixed_heavy_tail,0.03177229093853384,23478272
mixed_heavy_tail,0.030699499999172986,23216128
mixed_heavy_tail,0.030869040987454355,23560192
mixed_heavy_tail,0.030445708893239498,23379968
mixed_heavy_tail,0.03449933300726116,23805952
mixed_heavy_tail,0.031519916956312954,23871488
mixed_heavy_tail,0.030506875016726553,23527424
mixed_heavy_tail,0.030544750043191016,23691264
mixed_heavy_tail,0.0306927909841761,23543808
mixed_heavy_tail,0.030695750028826296,23216128
mixed_heavy_tail,0.03004120895639062,23281664
mixed_heavy_tail,0.03168150002602488,23773184
mixed_heavy_tail,0.031002832925878465,23855104
mixed_heavy_tail,0.031970417010597885,23920640
mixed_heavy_tail,0.03096637490671128,23986176
mixed_heavy_tail,0.030289000016637146,23986176
sensitive_dense,0.0165729169966653,22544384
sensitive_dense,0.016293665976263583,23052288
sensitive_dense,0.0179916670313105,22675456
sensitive_dense,0.017141916905529797,23412736
sensitive_dense,0.016744041931815445,23003136
sensitive_dense,0.01728916703723371,22757376
sensitive_dense,0.01702595897950232,22740992
sensitive_dense,0.017277834005653858,21905408
sensitive_dense,0.017027750029228628,22904832
sensitive_dense,0.017135791946202517,22872064
sensitive_dense,0.01720841706264764,22740992
sensitive_dense,0.017055500065907836,21938176
sensitive_dense,0.016818457981571555,22085632
sensitive_dense,0.01700504100881517,23576576
sensitive_dense,0.016710166935808957,22544384
sensitive_dense,0.017410292057320476,22888448
sensitive_dense,0.01784016692545265,22020096
sensitive_dense,0.018065958051010966,22872064
sensitive_dense,0.016895834007300436,22757376
sensitive_dense,0.015974292065948248,22888448
sensitive_dense,0.016750582959502935,22953984
sensitive_dense,0.01627995795570314,22888448
sensitive_dense,0.01660354097839445,22593536
sensitive_dense,0.015884166001342237,22052864
sensitive_dense,0.016676708008162677,23101440
sensitive_dense,0.017188915982842445,23117824
sensitive_dense,0.017198750050738454,22380544
sensitive_dense,0.01707195898052305,23265280
sensitive_dense,0.01695937500335276,22822912
sensitive_dense,0.017248583026230335,22986752
duplicate_logs,0.015525207971222699,23232512
duplicate_logs,0.016072167083621025,23068672
duplicate_logs,0.016773874987848103,23576576
duplicate_logs,0.016712459037080407,23183360
duplicate_logs,0.015878042089752853,23298048
duplicate_logs,0.015758250025101006,23379968
duplicate_logs,0.01697308395523578,23887872
duplicate_logs,0.01648608292452991,23429120
duplicate_logs,0.015565666020847857,23379968
duplicate_logs,0.015908416942693293,23330816
duplicate_logs,0.01581004203762859,23347200
duplicate_logs,0.01642812497448176,23707648
duplicate_logs,0.01644016697537154,23511040
duplicate_logs,0.01682499994058162,23560192
duplicate_logs,0.017828541924245656,23724032
duplicate_logs,0.016088542062789202,23642112
duplicate_logs,0.017737874994054437,23265280
duplicate_logs,0.01842108299024403,23478272
duplicate_logs,0.016098916064947844,23674880
duplicate_logs,0.016611458035185933,23740416
duplicate_logs,0.01679937494918704,23396352
duplicate_logs,0.016658499953337014,23314432
duplicate_logs,0.016948458971455693,23642112
duplicate_logs,0.016227375017479062,23920640
duplicate_logs,0.015405666083097458,23265280
duplicate_logs,0.015588291920721531,23543808
duplicate_logs,0.016883624950423837,23625728
duplicate_logs,0.017448708065785468,23134208
duplicate_logs,0.01711012504529208,23412736
duplicate_logs,0.01618816703557968,23609344
wide_deep,0.02380724996328354,24772608
wide_deep,0.022460042033344507,26181632
wide_deep,0.02252441691234708,26116096
wide_deep,0.022908292012289166,25690112
wide_deep,0.021323207998648286,25542656
wide_deep,0.023266625008545816,24723456
wide_deep,0.023502041934989393,24788992
wide_deep,0.024206125061027706,25460736
wide_deep,0.025006041047163308,25477120
wide_deep,0.024469290976412594,26230784
wide_deep,0.02230995800346136,24985600
wide_deep,0.02255387499462813,24723456
wide_deep,0.023599207983352244,26116096
wide_deep,0.02333574998192489,25018368
wide_deep,0.022668000077828765,25100288
wide_deep,0.022791582974605262,25755648
wide_deep,0.02424737496767193,25477120
wide_deep,0.024983000010252,25100288
wide_deep,0.023548790952190757,25198592
wide_deep,0.022710624965839088,24887296
wide_deep,0.023200041032396257,25739264
wide_deep,0.022309083957225084,25542656
wide_deep,0.023750957916490734,26492928
wide_deep,0.022342832991853356,25690112
wide_deep,0.022472542012110353,25116672
wide_deep,0.023033333010971546,24788992
wide_deep,0.02427812502719462,25116672
wide_deep,0.02272354206070304,25477120
wide_deep,0.023481959011405706,24739840
wide_deep,0.022649749997071922,25968640
bounded_content,0.05030366696882993,23658496
bounded_content,0.04941554204560816,23478272
bounded_content,0.051023707957938313,23265280
bounded_content,0.05020387505646795,23576576
bounded_content,0.052131874952465296,23314432
bounded_content,0.05235695792362094,23429120
bounded_content,0.05064999999012798,23117824
bounded_content,0.04957379202824086,23724032
bounded_content,0.050854749977588654,23068672
bounded_content,0.053751332918182015,23379968
bounded_content,0.05040120903868228,23412736
bounded_content,0.05123470793478191,23789568
bounded_content,0.051191915990784764,23478272
bounded_content,0.05129970901180059,23232512
bounded_content,0.04964400001335889,23183360
bounded_content,0.0506074579898268,23592960
bounded_content,0.0517683340003714,23396352
bounded_content,0.05072266701608896,23609344
bounded_content,0.049120457959361374,23642112
bounded_content,0.05039349989965558,23511040
bounded_content,0.049812583019956946,23134208
bounded_content,0.05047337501309812,23298048
bounded_content,0.05060937500093132,23691264
bounded_content,0.05004354193806648,23658496
bounded_content,0.059004916925914586,23658496
bounded_content,0.06682062498293817,23511040
bounded_content,0.051591792027466,23379968
bounded_content,0.0504795421147719,23642112
bounded_content,0.05040783400181681,23756800
bounded_content,0.05067216698080301,23134208
